연도,지역,대학명,전형 ,학과,면접유형,평가요소,면접문항
2024,경기,안양대,아리학생부종합Ⅰ전형,-,-,일반소양,(인생 목표) 내 삶에서 중요하게 생각하는 가치는 무엇인가요? 
2024,경기,안양대,아리학생부종합Ⅰ전형,-,-,일반소양,(강점) 내 삶에서 내가 자랑스러웠던 경험을 이야기해 보세요. 
2024,경기,안양대,아리학생부종합Ⅰ전형,-,-,일반소양," (실패 극복) 내 삶에서 어려움과 실패 경험을 극복하고 더 높은 성과를 달성했던 경험이 있다면, 그 과정에서 무엇을 느꼈는지 이야기해주세요. 경험이 없다면, 어려움과 실패를 극복해 나가는 나만의 방법에 관하여 이야기해 보세요."
2024,경기,안양대,아리학생부종합Ⅰ전형,-,-,일반소양,(창의적인 문제해결 / 도전정신) 일상생활 속 직면했던 문제를 창의적인 방법으로 해결해 본 경험이 있나요? 그 과정에서 무엇을 느꼈는지 이야기해 보세요. 
2024,경기,안양대,아리학생부종합Ⅰ전형,-,-,일반소양,(협력역량) 학교생활 중 공동의 목표 달성을 위해 다른 사람들과 협력하고 소통해 본 경험이 있나요? 그 과정에서 무엇을 느꼈는지 이야기해 보세요. 
2024,경기,안양대,아리학생부종합Ⅰ전형,-,-,일반소양,"(지원동기, 우리 대학에 대한 이해) 우리 대학(안양대학교)에 지원할까 망설이는 동료가 있다면, 학교에 대해 어떻게 설명할 수 있을까요?"
2024,경기,안양대,아리학생부종합Ⅰ전형,-,-,일반소양," (인생목표, 장래희망) 자신이 35세가 되기 전에, 반드시 이루고 싶은 목표 세 가지를 말씀해 주세요."
2024,경기,안양대,아리학생부종합Ⅰ전형,-,-,일반소양, (개인적 강점) 주위 사람들이 말해 주는 자신의 강점에 대해 설명해 보세요. 
2024,경기,안양대,아리학생부종합Ⅰ전형,-,-,일반소양,"(열정, 도전정신) 살아오면서 다소 무모해 보이는 도전을 해 본 적이 있나요? 있다면 거기서 무엇을 배우고 느꼈나요? (그런 도전을 해 본 적이 없다면 그 이유는 무엇일까요?)"
2024,경기,안양대,아리학생부종합Ⅰ전형,-,-,일반소양," (위기, 실패극복) 살아오면서 자신이 겪은 가장 큰 실패(실수)에 대해 이야기해 주세요. 그 실패가 자신에게 끼친 영향은 어떠했나요?"
2024,경기,을지대,EU자기추천,간호/보건과학대학,-,-,Q. 출석에 있어 3학년 조퇴가 있는데 특별한 사유가 있나요? 출결관리를 위해 무슨 노력을 했나요?
2024,경기,을지대,EU자기추천,간호/보건과학대학,-,-,Q. 진로활동으로 간호법의 필요성을 발표하였는데 요약해서 발표해주세요. Q. 2학년 활동 중 아펠린을 이용한 물리치료 방법을 고안해서 발표하였다고 하였는데 어떤 방법인가요?
2024,경기,을지대,EU자기추천,간호/보건과학대학,-,-,Q. 과학탐구반 동아리 활동을 하였는데 이러한 활동이 방사선학과를 지원하기 위한 어떠한 도움이 되었는지 이야기 해 주세요. Q. 3년간 학급자치회장을 맡아왔는데 어려운 점은 없었는지요? 갈등구조가 있었다면 그 상황을 어떻게 극복하였는지요? 
2024,경기,을지대,EU자기추천,간호/보건과학대학,-,-,Q. 봉사활동시간이 평균보다 적은데 그 이유와 지원자가 생각하는 봉사의 의미에 대해 설명해 보세요. Q. 청소년 줄임말 사용 실태 조사를 통해 느낀점에 대해 답변해주세요. Q. 시사 비평 활동에서 ‘개량형 백신 의무화되어야 하는가?’와 관련된 활동에 대하여 이야기해보세요
2024,경기,을지대,EU자기추천,미래융합대학,-,-," 과학탐구에서 ‘인수공통감염병 증가 원인과 One Health’를 주제로 발표했는데, One Health 패러다임에 대해서 설명해보세요. "
2024,경기,을지대,EU자기추천,미래융합대학,-,-,"미인정 지각이 1회, 미인정 결과가 1회입니다. 이유는 무엇인가요?"
2024,경기,을지대,EU자기추천,미래융합대학,-,-," 3학년 때 ‘파이썬을 활용한 스터디 플래너 제작’이라는 주제로 탐구를 진행하였는데, 구체적으로 설명해주세요."
2024,경기,을지대,EU자기추천,미래융합대학,-,-," 1학년 [진로와 직업] 수업에서 ‘병원에 수시로 방문하는 점이 어려운 분을 위한 AI 발명’과 관련하여 발표했는데, 어떤 내용이었나요?"
2024,경기,을지대,EU자기추천,미래융합대학,-,-,봉사활동 중 기억에 남는 봉사와 그 활동을 통해 얻은 것이 무엇인지 말해주세요
2024,경기,을지대,EU자기추천,미래융합대학,-,-," 3학년에 출판편집 교과목을 통해 캐릭터제작과 편집 디자인을 하였는데, 어떤 분야에 대하여 했는지 이야기 해주세요"
2024,경기,을지대,EU자기추천,미래융합대학,-,-, [수학과제연구] 활동에서 ‘기하학’을 주제로 한 보고서의 내용은 어떤 것인가요?
2024,경기,을지대,교과면접우수자전형,전학과,-,인성,자신의 성장 과정에서 무언가 어려운 결정을 내려야 했을 때 어떻게 결정하였나요? 
2024,경기,을지대,교과면접우수자전형,전학과,-,인성,자신이 열정을 갖고 관심을 기울이는 분야는 무엇인가요? 또 그런 열정과 관심을 어떤 방식으로 유지하나요? 
2024,경기,을지대,교과면접우수자전형,전학과,-,인성,"다른 사람들과 협력하여 어떤 성과를 얻은 경험이 있다면, 그것에 대해 말해 주세요. "
2024,경기,을지대,교과면접우수자전형,전학과,-,인성,미래의 인재상이란 무엇이라고 생각하나요? 대학생이 된 자신의 모습을 이 미래의 인재상에 비추어 그려본다면 어떻게 설명할 수 있나요?
2024,경기,을지대,교과면접우수자전형,전학과,-,인성,본인과 관련된 ‘악플(악성 댓글)’이 있다면 어떻게 대처할 것인지 말해 주세요
2024,경기,을지대,교과면접우수자전형,전학과,-,인성,"본인의 인생에 가장 영향력을 끼친 사건, 인물, 시간, 서적 등에 대해 두 가지를 선택해 그 이유와 함께 구체적으로 말해 주세요. . "
2024,경기,을지대,교과면접우수자전형,전학과,-,인성,"ChatGPT와 같이, 텍스트, 이미지, 영상 등을 생성하는 인공지능이 대중화되고 있습니다. 인공지능 기술의 활용과 관련하여 갖추어야할 윤리의식이나 사회적 책무는 무엇이라고 생각하나요?"
2024,경기,을지대,교과면접우수자전형,전학과,-,인성,수업 시간에 조별 공동과제를 수행하고 있습니다. 그런데 조원 중 한 명이 개인적인 이유를 들어 맡은 부분을 제대로 수행하지 않고 있어요. 본인이 조장이라면 어떻게 할 것인가요? 
2024,경기,을지대,교과면접우수자전형,전학과,-,인성,"지역, 성별, 나이, 인종, 학벌 등과 관련된 우리 사회의 대표적인 차별(의식)에는 어떤 것이 있으며 이것이 왜 문제인지 말해 주세요. "
2024,경기,을지대,교과면접우수자전형,전학과,-,인성,나 홀로 가족이 늘어 나면서 반려 동물에 대한 개개인의 관심이 높아지는 현실에서 ‘동물권’ 내지는 ‘동물에 대한 의식’에는 어떤 것이 필요한지 말해 주세요
2024,경기,을지대,교과면접우수자전형,간호학과,-,전공학과 (학부)적합성,간호사라는 직업은 의료 전문직으로 임상실무와 각 사회분야에서 다양한 역할을 수행하고 있습니다. 지원자가 생각하는 간호전문직의 역할(활동)에 대해 말해 주세요. 
2024,경기,을지대,교과면접우수자전형,간호학과,-,전공학과 (학부)적합성,"간호사가 가져야 할 전문직으로서의 가치관은 무엇이며 이를 확립하기 위한 필요한 역량은 무엇인지 
말해 주세요."
2024,경기,을지대,교과면접우수자전형,간호학과,-,전공학과 (학부)적합성,병원이 아닌 지역사회에서 간호사들이 일할 수 있는 영역이나 분야는 무엇이 있을까요?
2024,경기,을지대,교과면접우수자전형,간호학과,-,전공학과 (학부)적합성,간호학에 관심을 가지게 된 계기와 전공으로 선택하게 된 이유가 있으면 설명해 주세요. 
2024,경기,을지대,교과면접우수자전형,간호학과,-,전공학과 (학부)적합성,장래에 어떤 간호사가 되고 싶은가요? 그런 간호사가 되기 위해 어떤 노력을 할 것인가요?
2024,경기,을지대,교과면접우수자전형,간호학과,-,전공학과 (학부)적합성,간호학과를 졸업하고 나서 어떠한 분야에서 일하고 싶은지와 이를 위해 어떤 노력이 필요할 것인가에 대해 말해 주세요.
2024,경기,을지대,교과면접우수자전형,간호학과,-,전공학과 (학부)적합성,간호학과는 타 학과에 비해 교과목 수가 많고 임상실습으로 인해 학업에 쏟는 시간이 많은 편입니다. 시간 관리를 어떻게 할지 구체적으로 말해 주세요.
2024,경기,을지대,교과면접우수자전형,간호학과,-,전공학과 (학부)적합성,간호학과에는 이론 및 실습 등 다양한 교과목이 있습니다. 이 중에서 가장 관심 있는 교과목은 무엇인가요? 그리고 그 교과목에 관심을 가지게 된 이유는 무엇인가요? 
2024,경기,을지대,교과면접우수자전형,간호학과,-,전공학과 (학부)적합성,고등학교 생활 중에 참여한 봉사활동에 대해 말해 주세요. 또는 학과에 입학 후 어떤 종류의 봉사활동을 실천하고 싶은지 계획을 들려 주세요.
2024,경기,을지대,교과면접우수자전형,간호학과,-,전공학과 (학부)적합성,"고등학교 3년 학업 과정 중 스스로 주도하고 계획을 세워 진행한 프로젝트나 과제를 말해 주세요. 그리고 결과가 어떠했는지, 그 결과를 이루기 위해 자신만이 가지고 진행했던 전략을 한 가지 말해 주세요."
2024,경기,을지대,교과면접우수자전형,임상병리학과,-,전공학과 (학부)적합성,동물세포와 식물세포의 구성 성분에 대하여 설명해 주세요. 임상병리사의 기본업무와 임상병리사가 갖추어야 할 덕목은 무엇인가요?
2024,경기,을지대,교과면접우수자전형,임상병리학과,-,전공학과 (학부)적합성,고교활동 중 진학 분야를 임상병리학과로 정하게 된 계기는 무엇인가요?
2024,경기,을지대,교과면접우수자전형,임상병리학과,-,전공학과 (학부)적합성,적십자혈액원에서도 임상병리사가 업무를 수행하고 있는데 어떠한 일들을 하고 있을까요?
2024,경기,을지대,교과면접우수자전형,임상병리학과,-,전공학과 (학부)적합성,생명과학과 화학이 임상병리학을 전공하는 데에 있어서 중요한 까닭은 무엇인지 말해 주세요
2024,경기,을지대,교과면접우수자전형,임상병리학과,-,전공학과 (학부)적합성,"고교 교육과정에서 어려워하거나 싫어했던 교과목은 어느 과목이며, 성적을 향상시키기 위해 활용했던 자신만의 공부 방법은 무엇인가요?"
2024,경기,을지대,교과면접우수자전형,임상병리학과,-,전공학과 (학부)적합성,"임상병리학 분야에서 내가 닮고 싶은 인물의 장점을 말해 주세요. 그리고 그 인물을 닮고 싶은 이유가 무엇이고, 닮기 위해 어떤 노력을 기울이고 있는지요?"
2024,경기,을지대,교과면접우수자전형,임상병리학과,-,전공학과 (학부)적합성,"‘임상병리사’라는 직업이 을지대학교의 건학이념인‘인간 사랑, 생명 존중’과 어떻게 연결되며, 이러한 소양을 갖추기 위해 대학에 진학한 후 어떠한 노력을 할 예정인지 말해 주세요."
2024,경기,을지대,교과면접우수자전형,임상병리학과,-,전공학과 (학부)적합성,4차 산업혁명 시대에 정밀의료와 빅데이터가 중요합니다. 이러한 정밀의료와 빅데이터 분야에서 임상병리사의 역할은 무엇일까요?
2024,경기,을지대,교과면접우수자전형,임상병리학과,-,전공학과 (학부)적합성,임상병리학과를 졸업한 후에 본인이 생각하는 취업 진로는 무엇인가요? 또한 그를 위한 어떠한 노력을 할 계획인가요?
2024,경기,을지대,교과면접우수자전형,안경광학과,-,전공학과 (학부)적합성,안경광학과에서 배우는 교과목에 대하여 지원자가 알고있는 내용을 간략히 말해 주세요. 
2024,경기,을지대,교과면접우수자전형,안경광학과,-,전공학과 (학부)적합성,안경광학과에 관심을 갖게 된 계기와 안경광학과에 입학 후 학업 계획은 어떠한지 구체적으로 말해 주세요. 
2024,경기,을지대,교과면접우수자전형,안경광학과,-,전공학과 (학부)적합성,안경광학과에 입학하고자 본인이 고교시절에 준비한 내용과 노력에 대하여 말해 주세요. 
2024,경기,을지대,교과면접우수자전형,안경광학과,-,전공학과 (학부)적합성,안경광학 전공분야에서 졸업 후 나아갈 수 있는 진로는 무엇이 있다고 생각하나요? 
2024,경기,을지대,교과면접우수자전형,안경광학과,-,전공학과 (학부)적합성,안경사의 역할 중 인공지능(AI)이 대체할 수 없는 영역이 있다고 생각하나요? 있다면 어떤 영역인지와 그 이유는 무엇인지 설명해 주세요.
2024,경기,을지대,교과면접우수자전형,안경광학과,-,전공학과 (학부)적합성,"안경광학과 전공 중에서 가장 관심 있는 분야는 어떤 분야이며, 지원자가 준비해야 할 것들이 무엇이 있다고 생각하는지 말해 주세요."
2024,경기,을지대,교과면접우수자전형,안경광학과,-,전공학과 (학부)적합성,"안경사가 되기 위해 가장 필요한 인성 덕목(성실성, 공정성, 준법정신 등)은 무엇이라고 생각하며, 본인이 그것을 갖추기 위해 어떻게 노력할 수 있을지 말해 주세요. "
2024,경기,을지대,교과면접우수자전형,안경광학과,-,전공학과 (학부)적합성,"대학 생활 동안 안경광학과 전공 분야와 관련하여 가장 성취하고 싶은 부분이 무엇이고, 그 이유가 무엇인지 말해 주세요. "
2024,경기,을지대,교과면접우수자전형,안경광학과,-,전공학과 (학부)적합성,"주변에서 안경을 착용하거나, 콘택트렌즈를 착용하는 사람들의 가장 불편한 점이 무엇이고, 그 불편한 점을 개선하기 위해 무엇을 바꾸어 나가야 된다고 생각하는지 말해 주세요."
2024,경기,을지대,교과면접우수자전형,응급구조학과,-,전공학과 (학부)적합성,응급구조학과를 지망하게 된 계기와 본 학과에 입학하기 위한 지원자의 노력과 활동을 구체적으로 말해 주세요.
2024,경기,을지대,교과면접우수자전형,응급구조학과,-,전공학과 (학부)적합성,"응급 상황에서 응급 처치를 제공했던 직간접적 경험이 있다면 그것을 제시해 보고, 그 경험을 통해 느꼈던 점을 말해 주세요. "
2024,경기,을지대,교과면접우수자전형,응급구조학과,-,전공학과 (학부)적합성,1급 응급구조사로서의 전문성을 강화하기 위한 지원자의 계획에 대해 구체적으로 말해 주세요. 
2024,경기,을지대,교과면접우수자전형,응급구조학과,-,전공학과 (학부)적합성,우수한 1급 응급구조사가 되기 위한 자질을 나열하고 이를 키우기 위한 방안을 간단히 말해 주세요.
2024,경기,을지대,교과면접우수자전형,응급구조학과,-,전공학과 (학부)적합성,미래에 1급 응급구조사가 필요한 분야를 나열하고 그 이유를 간단히 말해 주세요. 
2024,경기,을지대,교과면접우수자전형,응급구조학과,-,전공학과 (학부)적합성,응급구조학과 입학 후에 학업계획을 구체적으로 말해 주세요. 
2024,경기,을지대,교과면접우수자전형,응급구조학과,-,전공학과 (학부)적합성,고교시절 과목 가운데 응급구조학과 학습에 가장 중요했던 과목을 나열하고 그 이유를 말해 주세요.
2024,경기,을지대,교과면접우수자전형,응급구조학과,-,전공학과 (학부)적합성,고교시절 과목 가운데 학습에 어려움을 겪었던 과목은 무엇이었으며 부족한 부분을 극복하기 위해 어떤 노력을 했는지 말해 주세요. 
2024,경기,을지대,교과면접우수자전형,응급구조학과,-,전공학과 (학부)적합성,"응급구조학과 교과과정 이외에 가장 관심이 있는 프로그램과 그 이유를 구체적으로 말해 주세요. (비교과 활동, 학과활동 등)"
2024,경기,을지대,교과면접우수자전형,방사선학과,-,전공학과 (학부)적합성,방사선학과 교과과정 가운데 가장 관심이 있는 교과목과 그 이유를 구체적으로 말해 주세요. 
2024,경기,을지대,교과면접우수자전형,방사선학과,-,전공학과 (학부)적합성,"방사선학과 교과과정 이외에 가장 관심이 있는 프로그램과 그 이유를 구체적으로 말해 주세요. (비교과 활동, 학과활동 등)"
2024,경기,을지대,교과면접우수자전형,방사선학과,-,전공학과 (학부)적합성,"방사선학과 지원 동기를 말해 보고, 입학 후 학년 별로 달성하고자 하는 목표가 무엇인지 말해 주세요."
2024,경기,을지대,교과면접우수자전형,방사선학과,-,전공학과 (학부)적합성,고등학교 시절 참여했던 모둠 활동의 주제와 본인이 맡았던 역할에 대해 말해 주세요. 
2024,경기,을지대,교과면접우수자전형,방사선학과,-,전공학과 (학부)적합성,COVID19 상황에서 방사선사는 어떤 역할을 담당했는지 말해 주세요.
2024,경기,을지대,교과면접우수자전형,방사선학과,-,전공학과 (학부)적합성,입학 후 가입하고 싶은 학과 동아리와 그 이유를 말해 주세요. 
2024,경기,을지대,교과면접우수자전형,방사선학과,-,전공학과 (학부)적합성,직업으로 방사선사의 장점과 단점을 한 가지씩 말해 주세요. 
2024,경기,을지대,교과면접우수자전형,방사선학과,-,전공학과 (학부)적합성,검사 중 발생하는 방사선 피폭에 대해 제도적으로 방사선사의 피폭 관리를 어떻게 하고 있는지 말해 주세요. 
2024,경기,을지대,교과면접우수자전형,방사선학과,-,전공학과 (학부)적합성,입학 후 좋은 방사선사로 성장하기 위해 어떤 활동을 계획하고 있는지 말해 주세요. 
2024,경기,을지대,교과면접우수자전형,방사선학과,-,전공학과 (학부)적합성,미래사회에 있어서 방사선사의 중요성은 어떻게 변할 것인지 그 이유와 함께 설명해 주세요
2024,경기,을지대,교과면접우수자전형,치위생학과,-,전공학과 (학부)적합성,"치위생학 전공 직종들은 미래에 어떻게 변화될 것으로 생각하나요? 이와 관련하여 본인은 어떤 능력
을 갖춰야 한다고 생각하는지 말해 주세요."
2024,경기,을지대,교과면접우수자전형,치위생학과,-,전공학과 (학부)적합성,구강관리가 왜 중요하다고 생각하는지 구체적으로 설명해 주세요. 
2024,경기,을지대,교과면접우수자전형,치위생학과,-,전공학과 (학부)적합성,"치위생영역과 관련한 경험 중 기억에 남는 교과 또는 비교과 활동이 있다면 어떤 것이 있으며, 그 이유에 대해 설명해 주세요. "
2024,경기,을지대,교과면접우수자전형,치위생학과,-,전공학과 (학부)적합성,"치위생학 내의 다양한 분야 중에서 본인이 관심 있는 분야는 어떤 영역이고, 그 이유가 무엇인지 설명해 주세요. "
2024,경기,을지대,교과면접우수자전형,치위생학과,-,전공학과 (학부)적합성,치위생학과에 관심을 갖게 된 계기와 본교에 지원하기 위해 어떤 노력을 하였는지 구체적으로 설명해 주세요. 
2024,경기,을지대,교과면접우수자전형,치위생학과,-,전공학과 (학부)적합성,"본 학과에 입학한다면, 가장 관심 있는 교과목은 무엇이며, 그 이유에 대해 설명해 주세요. "
2024,경기,을지대,교과면접우수자전형,치위생학과,-,전공학과 (학부)적합성,"치위생학과 입학 후, 참여하고 싶은 동아리 활동이나 비교과 활동을 말해 보고, 그 이유가 무엇인지 설명해 주세요. "
2024,경기,을지대,교과면접우수자전형,치위생학과,-,전공학과 (학부)적합성,본인이 본교 치위생학과에 왜 적합한 인재라고 생각하는지 본인의 강점을 중심으로 구체적으로 설명해 주세요. 
2024,경기,을지대,교과면접우수자전형,치위생학과,-,전공학과 (학부)적합성,"졸업 후 진출하고 싶은 분야는 무엇이며, 이를 위한 입학 후의 학년별 학업 계획을 설명해 주세요."
2024,경기,을지대,교과면접우수자전형,치위생학과,-,전공학과 (학부)적합성,"빠르게 변화 중인 미래 환경에 적합한 치과위생사가 되기 위해 준비해야 할 일은 무엇이고, 이와 관련하여 본인은 어떤 노력을 할 계획인지 설명해 주세요."
2024,경기,을지대,교과면접우수자전형,물리치료학과,-,전공학과 (학부)적합성,현재까지 물리치료학 분야에서 가장 중요하다고 생각하는 성과나 발전은 무엇이라고 생각하시나요?
2024,경기,을지대,교과면접우수자전형,물리치료학과,-,전공학과 (학부)적합성,"최근의 기술 발전이 물리치료에 어떤 영향을 미치고 있다고 생각하나요? 예를 들어, 인공지능(AI) 또는 가상현실(VR)이 물리치료 분야에 어떤 변화를 가져올 것이라고 생각하나요?"
2024,경기,을지대,교과면접우수자전형,물리치료학과,-,전공학과 (학부)적합성,지원자가 생각하기에 물리치료사로서 가장 중요한 소양은 무엇인가요? 그리고 그 소양을 환자 치료에 어떻게 적용할 건가요?
2024,경기,을지대,교과면접우수자전형,물리치료학과,-,전공학과 (학부)적합성,노인 인구가 급증하고 있는 초고령 사회에서 물리치료사의 역할이 무엇인지와 그 중요성에 대해 말해 주세요. 
2024,경기,을지대,교과면접우수자전형,물리치료학과,-,전공학과 (학부)적합성,"미래 보건의료 환경에서 물리치료사는 어떤 역할을 할 수 있으며, 미래 물리치료사의 전망을 설명해 주세요"
2024,경기,을지대,교과면접우수자전형,물리치료학과,-,전공학과 (학부)적합성,"물리치료학과에서는 물리치료분야에 필요한 다양한 융복합적 지식을 함양할 수 있는 교과목을 학습하는데, 이 중 지원자가 특별히 관심을 가지고 학습하고 싶은 내용은 무엇인지 말해 주세요. "
2024,경기,을지대,교과면접우수자전형,물리치료학과,-,전공학과 (학부)적합성,"4차 산업혁명으로 인공지능이 인간의 일자리를 대신하는 분야가 늘고 있는데, 물리치료 관련 분야는 어떻게 변화될 것인지와 이와 관련하여 지원자는 어떤 학업 계획을 가지고 있는지 말해 주세요."
2024,경기,을지대,교과면접우수자전형,물리치료학과,-,전공학과 (학부)적합성,물리치료학과에 진학하기 위해서 고교과정 동안 수강했던 교과목은 무엇이고 어떤 노력을 하였는지 말해 주세요. 
2024,경기,을지대,교과면접우수자전형,물리치료학과,-,전공학과 (학부)적합성,물리치료학과의 전공교과목 중 가장 관심이 있는 교과목은 어느 것인지 말해 주세요.
2024,경기,을지대,교과면접우수자전형,물리치료학과,-,전공학과 (학부)적합성,물리치료 분야 중 희망하는 진출 분야와 그 이유는 무엇인지 말해 주세요.
2024,경기,을지대,교과면접우수자전형,바이오공학부,-,전공학과 (학부)적합성,최근 바이오 공학 트렌드 중 관심 있는 사항을 하나 선택하고 이에 대해 구체적인 설명과 본인의 생각을 말해 주세요.
2024,경기,을지대,교과면접우수자전형,바이오공학부,-,전공학과 (학부)적합성,바이오공학부에서 가장 배우고 싶은 분야는 무엇인지 말해 주세요. 
2024,경기,을지대,교과면접우수자전형,바이오공학부,-,전공학과 (학부)적합성,본인이 해당 학부에 지원하기 위해 준비했던 과정을 설명해 주세요. 
2024,경기,을지대,교과면접우수자전형,바이오공학부,-,전공학과 (학부)적합성,본인만이 가진 강점을 학부 선택과 관련지어 말해 주세요. 
2024,경기,을지대,교과면접우수자전형,바이오공학부,-,전공학과 (학부)적합성,인공지능 기술을 바이오공학부에 적용시킬 수 있는 구체적 예를 말해 주세요. 
2024,경기,을지대,교과면접우수자전형,바이오공학부,-,전공학과 (학부)적합성,바이오공학부를 통해 하고 싶은 일이 무엇인가요? 그 일을 하고 싶은 이유와 어떤 노력을 할 계획이 있는지 설명해 주세요. 
2024,경기,을지대,교과면접우수자전형,바이오공학부,-,전공학과 (학부)적합성,"아이디어 경진대회를 그룹 단위로 참여하고자 할 때, 본인이 맡고 싶은 역할과 그룹원에게 당부하고자 하는 바를 말해 주세요. "
2024,경기,을지대,교과면접우수자전형,바이오공학부,-,전공학과 (학부)적합성,자신의 목표를 달성하기 위해 학교 생활에서 가장 중요한 점은 무엇이라고 생각하는지 말해 주세요. 
2024,경기,을지대,교과면접우수자전형,바이오공학부,-,전공학과 (학부)적합성,"고등학교 재학 시절 진로 희망은 무엇이었으며, 진로와 관련하여 어떤 활동을 했는지 말해 주세요. "
2024,경기,을지대,교과면접우수자전형,바이오공학부,-,전공학과 (학부)적합성,바이오공학부 전공자로서 가져야 할 가장 중요한 역량은 무엇인지 설명해 주세요. 
2024,경기,을지대,교과면접우수자전형,스마트의료정보학부,-,전공학과 (학부)적합성,"의료공학, 빅데이터인공지능, 의료정보 기술이 빠르게 발달하고 있습니다. 이러한 사회변화에 적응하기 위해 의료기관을 비롯한 보건의료 분야 전반에서 어떻게 대비하고 발전해야 하는지 지원자의 의견을 설명해 주세요. "
2024,경기,을지대,교과면접우수자전형,스마트의료정보학부,-,전공학과 (학부)적합성,"보건의료 분야에는 재원, 인적자원, 서비스 등 여러가지가 필요합니다. 이 중 가장 중요한 것이 무엇이라고 생각하는지와 그 이유를 설명해 주세요. "
2024,경기,을지대,교과면접우수자전형,스마트의료정보학부,-,전공학과 (학부)적합성,스마트의료정보학부에서 자주 듣게 될 디지털(Digital)과 아날로그(Analogue)의 차이에 대해서 아는 대로 설명해 주세요.
2024,경기,을지대,교과면접우수자전형,스마트의료정보학부,-,전공학과 (학부)적합성,고교 재학 중 보건의료 분야 진로에 대한 공부나 체험활동을 하였다면 어떤 것이 있었는지 말해 주세요.
2024,경기,을지대,교과면접우수자전형,스마트의료정보학부,-,전공학과 (학부)적합성,컴퓨터의 발전은 지속적으로 이루어지고 인간의 삶에 큰 영향을 미치고 있습니다. 인공지능의 발달이 인간에게 긍정적인지 부정적인지 말해 주세요. 또한 인간의 삶에서 인공지능과 관련하여 어떤 지식이 필요하며 그 이유가 무엇인지 설명해 주세요. 
2024,경기,을지대,교과면접우수자전형,스마트의료정보학부,-,전공학과 (학부)적합성,"보건의료에는 다양한 분야가 있습니다. 그 중 가장 관심을 갖고 있는 분야는 무엇이고, 해당 분야에서 일어난 사회적 이슈는 어떤 것이 있는지 설명해 주세요"
2024,경기,을지대,교과면접우수자전형,스마트의료정보학부,-,전공학과 (학부)적합성,스마트의료정보학부에 관심을 갖게 된 동기는 무엇이며 입학한 후 학업 계획과 예상되는 어려움에 대해 말해 주세요. 
2024,경기,을지대,교과면접우수자전형,스마트의료정보학부,-,전공학과 (학부)적합성,스마트의료정보학부를 통해 하고 싶은 일이 무엇인가요? 그 일을 하고 싶은 이유와 어떤 노력을 할 계획이 있는지 설명해 주세요.
2024,경기,을지대,교과면접우수자전형,스마트의료정보학부,-,전공학과 (학부)적합성,"빅데이터가 무엇이라고 생각하는지 간략히 말한 후, 스마트의료정보학부에서 빅데이터의 활용방안에 대해 설명해 주세요. "
2024,경기,을지대,교과면접우수자전형,스마트의료정보학부,-,전공학과 (학부)적합성,"고교 시절 학업과 관련하여 참여했던 팀 활동의 진행 과정과 결과, 그리고 지원자의 역할이 무엇이었는지 설명해 주세요."
2024,경기,을지대,교과면접우수자전형,휴먼서비스학부,-,전공학과 (학부)적합성,"휴먼서비스학부는 어떤 특성이 있으며, 휴먼서비스학부가 어떤 면에서 지원자의 적성에 맞는지 설명해 주세요. "
2024,경기,을지대,교과면접우수자전형,휴먼서비스학부,-,전공학과 (학부)적합성,휴먼서비스학부의 다양한 전공을 통해서 학생 본인의 역량을 어떻게 발휘할지 설명해 주세요.
2024,경기,을지대,교과면접우수자전형,휴먼서비스학부,-,전공학과 (학부)적합성,인공지능 시대에 휴먼서비스 분야의 전문가가 더 잘 할 수 있는 것에는 무엇이 있을까요? 
2024,경기,을지대,교과면접우수자전형,휴먼서비스학부,-,전공학과 (학부)적합성,"휴먼서비스 분야 전문가로서 기본적으로 갖춰야 할 지식과 소양이 있다면 어떤 것이 있으며, 그 이유는 무엇인가요?"
2024,경기,을지대,교과면접우수자전형,휴먼서비스학부,-,전공학과 (학부)적합성,"휴먼서비스학부에 입학하여, 본인의 전공을 찾고 진로를 결정하기 위해 중요하다고 생각하는 것과 필요한 활동이 있다면 무엇일까요? "
2024,경기,을지대,교과면접우수자전형,휴먼서비스학부,-,전공학과 (학부)적합성,"고등학교 재학 중 참여했던 프로젝트나 학습활동 중 주도적으로 계획하고, 성취했던 경험이 있다면 설명해 주세요. "
2024,경기,을지대,교과면접우수자전형,휴먼서비스학부,-,전공학과 (학부)적합성,4차산업 시대는 창의성이 강조되는 시대입니다. 지원자가 대학 입학 후 이러한 잠재적 창의력을 자발적으로 개발하는 방법에는 어떤 것이 있을까요?
2024,경기,을지대,교과면접우수자전형,휴먼서비스학부,-,전공학과 (학부)적합성,"대학 입학 후 수업 내용이 잘 이해가 되지 않거나, 과제 수행에 어려움이 발생하면, 어떻게 극복할 계획인가요?"
2024,경기,을지대,교과면접우수자전형,휴먼서비스학부,-,전공학과 (학부)적합성,휴먼서비스분야의 전문인으로 성장하기 위해서 지원자에게 가장 필요한 역량에는 어떤 것이 있는지 설명해 주세요.
2024,경기,을지대,교과면접우수자전형,휴먼서비스학부,-,전공학과 (학부)적합성,"지원자가 추후 원하는 분야에 성공적으로 취업 또는 사회에 진출하기 위하여, 어떤 전략을 가지고 대학 생활을 하실 계획인가요?"
